Date,Rice_Type,Avg_Price_PKR,Demand_Tons,Supply_Tons,Rainfall_mm,Temp_C,Fertilizer_Cost_PKR,Fuel_Price_PKR,Export_Index,Harvest_Season,Market_Demand_Score
2020-01-31,Basmati,4229.716410976598,898.6181637281699,1010.380131533917,56.18101782710438,39.112857515378494,6329.984854528513,309.86584841970364,0.3092130483097056,0,3.0
2020-01-31,IRRI,4343.298139690655,1299.680497240468,1347.6361868958363,106.21088666940682,22.370520897324443,6924.774630404985,333.24426408004217,0.3486373774747933,0,4.0
2020-01-31,Hybrid,4566.192164833912,1068.398641149707,1090.4055665825344,45.63633644393066,31.445615769380282,5579.862546605289,279.12291401980417,0.6282970263056656,0,4.0
2020-02-29,Basmati,4463.8567494461295,955.4619517663209,1021.998936550625,54.95427649405376,30.209259715906647,6462.939903482534,269.967378215836,0.5599641068895281,0,4.0
2020-02-29,IRRI,4726.1170611666275,1364.4687573561346,1480.0670939655097,91.13172778521576,25.069434226371246,4662.628982463199,344.88855372533334,0.8759424231521915,0,5.0
2020-02-29,Hybrid,4523.074117796711,1148.4173138537085,1140.305294775349,14.65081710095758,34.31619447721882,5600.3812343490035,262.2038234844779,0.5466238370778891,0,4.0
2020-03-31,Basmati,4696.401247186842,1083.9934356804185,1187.4328199105314,46.75666141341164,31.361224381200593,5866.775698358199,268.48544555255273,0.878709239435191,0,4.0
2020-03-31,IRRI,4385.034460271097,1201.7653969007688,1243.429413531727,138.2811352534675,23.59286503693455,4989.9571560478635,254.52272889105382,0.42773123153428505,0,4.0
2020-03-31,Hybrid,4235.025369043902,1133.7260721629245,1252.9756204171504,124.3106263727894,28.421559880484608,5202.336274218452,304.2696083158248,0.29864695748233383,0,3.0
2020-04-30,Basmati,4195.8658358564635,930.5193490704044,1051.166820467752,109.3510752061481,35.88286624034703,4685.111629335226,285.8465728544273,0.2811083416675908,0,3.0
2020-04-30,IRRI,4605.688101322665,1494.1839038388875,1568.9389138009155,49.634703727897374,23.144050305148426,5277.455804289156,282.5183322026747,0.7107243248366448,0,4.0
2020-04-30,Hybrid,4463.922270554507,1173.46923947984,1315.8678700253988,70.83223877429239,24.15269642688943,6283.1119680574875,326.07850486168974,0.5928940382986474,0,4.0
2020-05-31,Basmati,4128.25439835939,805.5676568324636,923.3742225808945,78.40992440729912,29.695738330453892,4563.547816860238,260.78914269933045,0.22200042998071398,0,3.0
2020-05-31,IRRI,4637.5412561338535,1181.5658338000112,1221.7351023557255,76.28560367470541,38.336196530669675,5123.230572872188,291.03829230356297,0.7288857969801341,0,4.0
2020-05-31,Hybrid,4645.086734843927,1224.2386357992586,1310.9072300672774,139.45464785138597,36.54616683215951,6083.5093912760585,337.1460590187718,0.76257045382938,0,4.0
2020-06-30,Basmati,4402.272820244422,1052.166492619198,1142.101995225897,134.41369498852399,27.72406254949355,4775.1298113191915,272.7935162541942,0.4989754520383794,0,4.0
2020-06-30,IRRI,4277.328321983169,1290.1402696161044,1332.0457881144869,1.0428195796786055,31.193451446396182,5543.527507871948,272.210781047073,0.28390575713357796,0,3.0
2020-06-30,Hybrid,4733.39033943744,970.7900581372245,1029.1604523253864,48.480439803113285,31.33823119138059,6257.547397237944,286.3629602379294,0.8802474579046724,0,5.0
2020-07-31,Basmati,4237.978149206757,1068.3427845945353,1113.9365671889148,42.72607415662014,22.66396505238159,6023.910834949742,300.26790232288613,0.23603512587499256,0,3.0
2020-07-31,IRRI,4338.44748278658,1442.0889424866918,1536.8724508410398,35.934283600045866,24.608107697642016,5723.6319006939075,348.56504541106005,0.3694386900580503,0,4.0
2020-07-31,Hybrid,4550.7044781381655,989.5511349034136,1050.5250086524143,35.64563159885995,35.10789427501347,5419.457831798133,313.23058305935797,0.6434707975326263,0,4.0
2020-08-31,Basmati,4486.07540962288,889.9182572448282,968.4054808528067,125.2953743383857,27.774041169491245,4966.296275999635,254.0775141554764,0.6136250602317692,0,4.0
2020-08-31,IRRI,4753.33344444442,1380.929801304583,1406.009366325424,96.77591856141748,25.138595722089846,6227.344345256165,288.6735346300537,0.8557109921157142,0,5.0
2020-08-31,Hybrid,4508.462867304449,1068.6989086150568,1192.5665604222222,17.021028186088362,38.64448512901413,6693.348383452452,275.7941627715156,0.6619888322239253,1,4.0
2020-09-30,Basmati,4650.438379822931,958.5209708724052,1083.9468510287675,79.44758675340097,26.35334123620813,4732.756919514748,339.7215757953327,0.8302926400143313,0,4.0
2020-09-30,IRRI,4643.000402533467,1230.508082065575,1302.5970541620052,52.381436191899134,35.06720221966431,6742.775649881443,338.70864242651174,0.7459128821003367,0,4.0
2020-09-30,Hybrid,4290.8092455859205,989.9495632655173,991.2289722046514,24.244307114192065,38.173975393487424,6016.072649148975,250.91970516166296,0.2710300800062225,1,4.0
2020-10-31,Basmati,4361.7405612544135,1051.7214034398241,1081.4441434530195,103.784279653904,33.73530267104681,5060.6732736513995,321.2179221347536,0.36607436124776005,0,4.0
2020-10-31,IRRI,4250.008851429899,1043.2671479353512,1103.4005778892292,97.4449348570822,37.2860213888952,6144.032230750859,306.83086033354715,0.26557233747966474,1,3.0
2020-10-31,Hybrid,4503.567580019705,1034.5176969719673,1164.5140901312059,36.59844650686254,39.51418998554402,5482.744311666901,339.20465551771133,0.641797038198084,0,4.0
2020-11-30,Basmati,4332.489249549086,974.8529523013266,1061.2571527934126,86.53558269395387,30.86531848873955,4988.107469495111,322.2452115261505,0.39654065370859903,1,4.0
2020-11-30,IRRI,4424.189470242122,1249.863435309592,1309.505290632277,26.56660191105734,38.92825451835246,6884.821442506469,341.48643902204486,0.4591110901788111,1,4.0
2020-11-30,Hybrid,4672.284658015323,993.0127701070872,1046.2731035379838,144.54299656338793,37.35417019841248,5236.122230173964,288.5097728601925,0.7957956700617999,0,4.0
2020-12-31,Basmati,4268.2981869981795,870.9177216235671,905.5293014164122,83.52018936875253,38.850785934894056,6240.074491687433,307.0061170089365,0.268023545639538,1,3.0
2020-12-31,IRRI,4423.809912395073,1327.502605970665,1373.628579504277,131.60596078919332,35.33383511957568,6242.53935248817,320.2484083987109,0.45164380585382863,0,4.0
2020-12-31,Hybrid,4423.948448315755,1091.2283149811058,1222.3099988305112,121.51700920187712,37.60730173444187,6783.101381391178,301.1342398860938,0.5510614062810397,0,4.0
2021-01-31,Basmati,4426.452396928773,945.8412126820278,974.1037731082905,105.2950315886555,36.32426804984982,6725.013354543916,283.79951568515355,0.4629080668479608,0,4.0
2021-01-31,IRRI,4497.841741836303,1271.7158266368751,1377.2416246991456,5.391341069511313,30.38076432638428,5856.611586768941,278.65412521282843,0.6135832823983075,0,4.0
2021-01-31,Hybrid,4492.847350981644,1352.1044755440414,1498.0869788396246,19.059076897782717,31.400378680986478,6424.983882746527,271.58210274968434,0.6360233330733002,0,4.0
2021-02-28,Basmati,4317.329271224305,868.3388196648565,980.0833834496138,95.61448522473098,35.06964400700791,6939.630198656337,301.63003483011954,0.42606953105887213,0,4.0
2021-02-28,IRRI,4634.013959713714,1345.7331604544254,1491.9673896060021,65.84571310584542,23.412214864160788,4563.376858538644,346.2648414677925,0.7851860843585441,0,4.0
2021-02-28,Hybrid,4565.016750970855,1065.7963660637088,1166.888293018573,25.994148010626866,24.815866768079548,5125.607245411488,304.92266647061206,0.7002171458900437,0,4.0
2021-03-31,Basmati,4471.8206170674275,872.8484234116868,887.4983951684261,143.2297920994791,35.282144500523835,5885.885131278502,311.1720746234352,0.49372004369945294,0,4.0
2021-03-31,IRRI,4183.819660111979,1367.4931471859227,1478.9602331713206,113.67691656965536,22.259082795335605,4790.181601267291,254.60026420217528,0.2285101616232791,0,3.0
2021-03-31,Hybrid,4347.043986943304,927.141955714457,926.3575285074048,71.12607436309878,23.761014891718027,5729.039687792081,297.3471770780566,0.32124130893701064,0,4.0
2021-04-30,Basmati,4538.18714435665,1109.6199062593132,1178.607062251859,92.37751470783247,33.43168571561759,4613.260024430111,287.46126146264714,0.6381019409999654,0,4.0
2021-04-30,IRRI,4216.117661948194,1359.099656279874,1435.1652066196439,98.80404474284175,24.932819687465734,4676.421868501075,314.24192782063153,0.21855791737913527,0,3.0
2021-04-30,Hybrid,4474.26095403837,1111.3372542834986,1208.0173399440039,86.32112668138184,28.987058671717392,6108.220546105883,295.82528904915165,0.5819317525211545,0,4.0
2021-05-31,Basmati,4195.6621234638915,822.5025280355121,911.7181580145156,144.17858457358713,38.296311555209144,4989.477836973241,256.9361300875165,0.27054460096419863,0,3.0
2021-05-31,IRRI,4397.6168587096745,1243.083661090279,1268.0074502360592,47.846344544064195,37.20775559745018,4558.179839339565,331.44684825889357,0.39729834234137995,0,4.0
2021-05-31,Hybrid,4386.438671255411,1056.7135787716209,1090.0754662786433,94.34142701698259,37.794496243486954,6337.677609509714,330.3480930384849,0.39742420079991453,0,4.0
2021-06-30,Basmati,4621.005403278702,1005.1166270607621,1069.2120366170852,121.0252108900896,39.82909255601212,5531.544192278567,287.2018085792783,0.7434890725193977,0,4.0
2021-06-30,IRRI,4226.81011958934,1258.4330676168497,1380.732154370844,128.76191277645177,29.721892492750328,6377.177669478743,325.45428740846825,0.27218670818515284,0,3.0
2021-06-30,Hybrid,4194.110501787187,1096.3249782705757,1164.6115495354236,123.96861991616124,27.760892818551014,6738.808071240501,288.9201678734163,0.20758635603620887,0,3.0
2021-07-31,Basmati,4395.618533847827,1078.3229803533948,1097.0081713008453,142.5910720406334,32.321881986219154,6079.5930304244985,294.844552197832,0.40524754018864517,0,4.0
2021-07-31,IRRI,4484.671642374679,1254.3150706070812,1293.028220914606,112.85617941565201,36.24842278706527,6474.045356986385,259.12061030486905,0.546094213291807,0,4.0
2021-07-31,Hybrid,4206.765340613878,1041.6162167384455,1172.756171184646,66.22957520600656,37.978675289649395,5377.287531380197,261.7067016427606,0.3000941774369851,0,3.0
2021-08-31,Basmati,4640.599189031499,1072.8173526381179,1137.4535297896834,15.168401418418537,23.513922510069953,6252.4228286478,257.27630063641936,0.7753020415032492,0,4.0
2021-08-31,IRRI,4609.286395642617,1189.7740709553964,1310.3247706903608,12.725657112778787,39.759512413021156,5435.676989390301,287.0642147066891,0.7689596970802517,0,4.0
2021-08-31,Hybrid,4749.763267737058,1105.1015482560554,1111.2376337765652,12.525107504800314,35.988644486693865,5896.010624339513,292.4222009246976,0.8344480695663152,1,5.0
2021-09-30,Basmati,4228.286138489082,1079.2085815879434,1168.092346004168,1.7030467151128603,30.435891555894273,4640.758189204594,261.88179162680717,0.28226837274397343,0,3.0
2021-09-30,IRRI,4679.8521783946935,1290.8220674021484,1358.9527503941529,87.50531476457394,39.319105872541755,5437.17644880926,278.57120862818607,0.8080193897326222,0,4.0
2021-09-30,Hybrid,4480.781913158786,1065.2278179858617,1213.7609106653633,11.06948471030983,31.969377119223772,6923.256339047748,302.3097844170149,0.6405790466946837,1,4.0
2021-10-31,Basmati,4370.056804572852,1173.1385637185215,1201.5503918532859,94.13371201260952,32.5176576146158,6752.895026227472,254.54463803414578,0.39667423271456126,0,4.0
2021-10-31,IRRI,4502.177793235451,1176.579395202423,1265.506806866273,41.6071774471699,25.386180875027705,5659.246012349955,285.3352228026053,0.6085592782956104,1,4.0
2021-10-31,Hybrid,4578.091739152888,979.8802822474812,1145.8670711314073,122.0692529560423,34.325161105969826,4906.542348362228,341.0927184493843,0.7757760700462182,0,4.0
2021-11-30,Basmati,4382.259867860068,946.3611236951718,1011.44846651839,139.909272503102,37.58915001100735,4613.046675265474,252.6366974497252,0.4635243568146347,1,4.0
2021-11-30,IRRI,4478.4455126279745,1051.5896848852308,1100.1877479848688,57.13362849465323,39.458459160662855,6605.2973078392715,333.8328704711138,0.5280852118564792,1,4.0
2021-11-30,Hybrid,4772.221145315124,1255.502461757827,1322.816650712252,8.456324497639066,37.56500277259096,6532.252522825194,349.97176732861305,0.8976457859517337,0,5.0
2021-12-31,Basmati,4180.410906002066,897.1753509704652,1043.7547224145846,141.7148594823642,37.293653032193404,5118.370254357994,295.05441353100935,0.2904115906060465,1,3.0
2021-12-31,IRRI,4195.476277611964,1239.2253083232054,1398.4545385448212,34.296420825519405,34.09061231930542,6045.32060114474,285.81627180328405,0.2794903145397403,0,3.0
2021-12-31,Hybrid,4464.373763085593,1080.005470966888,1201.7535702666748,115.8477587603459,31.36294302001588,6630.4537507963505,305.1906838774486,0.5926565800747704,0,4.0
2022-01-31,Basmati,4614.553984272886,1070.0252531203057,1106.9302780426049,20.10228426759611,22.518088173640102,6387.843139184048,312.03095513534646,0.6928558376694565,0,4.0
2022-01-31,IRRI,4429.094397830048,1291.2000450536789,1377.5134978135134,2.181699850182289,28.310576058518745,5974.794217136583,289.2244045099732,0.5062324454166103,0,4.0
2022-01-31,Hybrid,4649.137111886064,1098.201551067645,1203.4415072272557,77.09842337397161,36.105754229340576,5491.356955803176,312.2086700227874,0.8036545961227215,0,4.0
2022-02-28,Basmati,4337.2533478980995,852.9338392668787,944.1647983573494,38.73665824484375,30.2644436122887,6950.081438213692,299.26180939928696,0.43012612720125576,0,4.0
2022-02-28,IRRI,4257.539425012689,1206.1122637422895,1282.7718273317141,11.379499216299587,24.319834994391687,4820.114597394431,265.19026935122946,0.2971790208545871,0,3.0
2022-02-28,Hybrid,4329.717883466778,929.6771063479019,950.4034832345006,51.85009249857948,38.14219137830821,5684.904100657181,316.7557738521027,0.32062390984114086,0,4.0
2022-03-31,Basmati,4424.410597620582,1038.6676648029706,979.8378548292332,26.551572641512024,23.596645607627,4801.589677751502,296.0778768032726,0.3444336028840548,0,4.0
2022-03-31,IRRI,4256.161013995326,1313.1372743323614,1372.8006392145812,103.5592242944048,22.70761851713978,6498.525997272607,312.7900389490908,0.2572313223642103,0,3.0
2022-03-31,Hybrid,4404.754519580781,1274.5935244617947,1333.243349624727,120.9301919689592,35.46867442690585,4961.302548390943,270.93493233367104,0.45933047195396737,0,4.0
